,NumOfProducts,HasCrCard,IsActiveMember,Gender,CustomerId,Surname,CreditScore,Age,Tenure,Balance,EstimatedSalary
2251,1,1,0,Female,15631333,Wade,677,25,8,130866.19,42410.21
6027,2,0,1,Male,15799494,Forster,850,44,3,140393.65,186285.52
1175,2,1,0,Male,15721292,Atkins,719,39,5,0.0,145759.7
8799,2,1,0,Male,15803801,Jamieson,454,34,4,0.0,198817.72
3279,2,1,0,Male,15670615,Castiglione,652,37,7,0.0,68789.93
2973,1,1,1,Female,15651983,Fang,591,56,9,128882.49,196241.94
3396,2,1,1,Male,15720354,Knowles,581,71,4,0.0,197562.08
6939,2,0,1,Female,15807433,Zubarev,570,43,9,0.0,11417.26
965,1,1,1,Female,15602084,Coles,663,42,5,124626.07,78004.5
8574,2,1,1,Female,15780677,Jackson,717,59,4,0.0,170528.63
742,1,1,1,Male,15696231,Chiwetelu,635,29,7,105405.97,149853.89
7514,1,1,0,Male,15715907,Onwubiko,699,64,9,113109.52,27980.8
3314,2,1,1,Female,15628767,Hotchin,608,63,3,139529.93,175696.16
4898,1,0,1,Female,15722122,Findlay,544,40,7,0.0,161076.92
9340,2,1,0,Male,15605804,Watson,737,45,10,0.0,1364.54
4672,1,1,1,Female,15641411,Volkova,756,23,1,112568.31,113408.11
8618,2,1,1,Female,15574115,Shaw,656,41,6,101179.23,35230.61
1217,2,1,1,Male,15696900,Burns,505,29,3,145541.56,58019.95
4397,2,1,1,Male,15743478,Johnson,659,39,8,52106.33,107964.36
6080,1,0,0,Female,15725945,Nweke,659,42,2,0.0,162734.31
2614,4,1,0,Female,15640846,Chibueze,546,58,3,106458.31,128881.87
2620,2,1,0,Male,15685300,Meng,603,35,6,128993.76,130483.56
8714,1,1,0,Female,15737408,L?,703,41,6,109941.51,116267.28
7282,2,1,0,Female,15567860,Burrows,581,44,7,189318.16,45026.23
3379,2,1,1,Female,15637178,Mishina,803,45,7,0.0,128378.04
7301,1,1,1,Female,15702149,Fomin,767,33,1,144753.21,132480.75
9857,2,1,1,Male,15779423,K?,716,39,1,70657.61,76476.05
5605,1,1,1,Male,15730272,Evseev,619,58,5,152199.33,86022.09
9813,1,1,1,Female,15691170,Vasilyeva,590,29,10,99250.08,129629.41
5786,2,0,0,Male,15652320,Woronoff,588,40,5,0.0,100727.68
8518,1,0,0,Male,15677288,Geach,599,50,3,121159.65,4033.39
6850,1,1,1,Male,15579526,O'Meara,551,42,1,50194.59,23399.58
1516,1,0,0,Female,15701333,Blackburn,646,37,7,96558.66,163427.18
5098,2,1,0,Male,15730353,Olisaemeka,550,29,9,145294.08,147484.13
7636,2,1,0,Female,15673238,McCarthy,517,59,8,154110.99,101240.08
9085,2,0,1,Female,15579189,Mitchell,690,42,5,0.0,120512.08
8023,2,1,1,Male,15752588,Vasilyeva,664,36,1,0.0,95372.64
2392,1,1,1,Male,15656912,Aitken,649,51,4,0.0,150390.57
586,1,1,0,Male,15722010,Zuyev,621,53,9,170491.84,35588.07
3519,1,1,0,Female,15594878,Thompson,661,41,5,28082.95,69586.27
7653,1,0,0,Female,15788215,Hsia,535,30,5,122924.75,62390.59
8946,1,0,0,Male,15572294,Kelly,623,28,7,0.0,129526.57
850,2,1,0,Male,15572265,Wu,646,46,1,170826.55,45041.32
335,1,1,0,Male,15697441,Hsueh,485,29,7,182123.79,116828.51
6634,2,1,0,Female,15575399,Somadina,480,42,1,152160.21,101778.9
8972,1,1,1,Female,15718780,Cox,650,32,4,79450.09,118324.75
7493,2,1,1,Female,15683276,Sargood,610,37,10,140363.95,129563.86
2868,2,1,0,Male,15707968,Akobundu,545,36,8,73211.12,89587.34
4872,1,1,0,Male,15645937,Guerin,790,32,3,0.0,91044.47
3550,1,1,0,Male,15648455,Kung,647,51,4,131156.76,29883.63
3842,2,1,1,Male,15717185,Udinese,711,28,8,0.0,64286.39
7262,1,1,1,Female,15579583,Hall,641,40,4,101090.27,51703.09
5824,3,1,1,Male,15698953,Hart,636,36,1,0.0,74048.1
23,2,0,1,Male,15725737,Mosman,669,46,3,0.0,8487.75
1453,1,1,1,Female,15714227,Kelly,672,53,7,0.0,136910.18
1684,1,1,0,Female,15572093,Han,613,24,7,140453.91,129001.3
2310,1,1,1,Male,15569222,Mendes,781,32,6,147107.91,40066.95
9063,1,1,1,Male,15711521,Egobudike,609,39,3,121778.71,138399.67
9406,2,1,1,Male,15743760,Davidson,850,31,6,131996.66,178747.43
381,2,1,0,Male,15591509,Milano,690,36,7,101583.11,123775.15
5814,2,1,1,Female,15725882,Feng,618,40,1,133245.52,54495.82
5550,1,0,1,Female,15777784,Tu,733,44,6,168165.84,197193.49
9308,2,0,1,Male,15728683,Lombardo,742,27,0,0.0,131534.96
1618,2,1,0,Male,15662955,Nicholls,697,27,8,141223.68,90591.15
789,1,1,1,Male,15653253,Pagnotto,704,48,8,167997.6,173498.45
5983,2,1,0,Female,15767891,Findlay,619,28,6,99152.73,48475.12
8672,2,1,0,Male,15586848,Rose,706,38,1,0.0,122379.54
4475,1,1,1,Male,15578435,Langlands,640,40,8,110340.68,157886.6
5606,1,1,0,Female,15741988,Marino,492,52,8,125396.24,10014.72
9312,2,1,0,Male,15658946,Piccio,579,40,10,45408.85,18732.91
5648,1,0,1,Male,15600174,Walton,525,35,7,165358.77,94738.54
6216,1,1,0,Male,15726634,Wei,479,47,1,0.0,95270.83
2286,2,0,0,Male,15640161,Calabrese,618,44,5,157955.83,139297.71
9993,1,1,0,Male,15569266,Rahman,644,28,7,155060.41,29179.52
7578,2,1,0,Female,15656417,Marsh,582,39,1,132077.48,192255.15
1183,2,1,1,Male,15600992,Madukaego,652,36,1,0.0,151314.98
6001,1,1,0,Female,15606887,Singh,775,30,5,0.0,193880.6
5090,2,0,0,Female,15642709,Feng,474,30,9,0.0,63158.22
2516,2,1,1,Female,15798666,Hughes,814,36,6,0.0,98657.01
4122,2,1,1,Male,15599403,Wu,577,60,10,125389.7,178616.73
5521,1,1,0,Male,15701605,Forster,815,37,1,166115.42,67208.3
5627,1,1,1,Male,15695174,Chang,654,29,4,132954.64,146715.07
8360,2,0,1,Male,15754747,Bazile,686,33,9,141918.09,184036.47
5872,2,0,1,Male,15684248,Meng,658,21,7,0.0,154279.87
8612,2,1,1,Male,15780716,Colombo,686,39,3,129626.19,103220.56
7727,2,1,1,Female,15612729,Chidiebere,681,63,7,0.0,55054.48
5968,1,0,1,Male,15603743,Tai,526,28,1,112070.44,126281.83
1180,2,1,1,Male,15570326,Wilkins,621,34,6,0.0,99128.13
8762,1,0,0,Female,15765173,Lin,350,60,3,0.0,113796.15
8235,1,1,1,Male,15760177,Lombardi,564,37,9,100252.18,146033.52
2818,1,1,0,Male,15806837,Nnaife,669,37,4,0.0,132540.33
9964,2,0,0,Male,15642785,Douglas,479,34,5,117593.48,113308.29
8703,2,1,0,Female,15595350,Fermin,661,31,3,136067.82,65567.91
6608,1,1,1,Male,15576000,Chibueze,765,40,6,138033.55,67972.45
2820,1,1,1,Female,15813916,Kudryashova,622,31,1,89688.94,152305.47
7535,1,1,0,Female,15737542,Davey,611,36,10,103294.56,160548.12
2260,2,1,1,Male,15623927,Alexander,576,55,9,0.0,94450.97
2239,1,1,1,Female,15648577,Pickering,493,31,3,0.0,176570.28
6021,1,1,1,Male,15579891,Milani,714,52,4,100755.66,186775.25
782,2,0,1,Male,15654060,P'eng,517,41,2,0.0,75937.47
932,2,1,0,Female,15634141,Shephard,708,42,8,192390.52,823.36
6202,1,0,1,Male,15684995,Chamberlain,690,49,8,116622.73,51011.29
2412,2,1,0,Male,15670914,Robe,754,38,2,0.0,180698.32
6997,2,1,1,Male,15689061,Davey,611,68,5,82547.11,146448.01
9115,2,0,0,Female,15692977,Ikenna,612,36,2,130700.92,77592.8
1156,2,1,1,Male,15741295,Yefimova,615,49,3,0.0,49872.33
8107,2,1,0,Male,15795936,Lung,560,50,3,0.0,84531.79
5805,1,1,1,Female,15814236,Kay,537,38,1,96939.06,102606.92
4879,1,1,0,Female,15777045,Price,783,44,3,81811.71,164213.53
3309,1,1,1,Female,15753343,Barry,523,28,2,121164.11,59938.81
8961,1,1,0,Male,15676117,Zinachukwudi,603,44,9,0.0,138328.24
1702,2,1,0,Male,15713644,Marshall,686,22,5,0.0,158974.45
2492,1,1,1,Female,15778155,T'ien,520,31,3,108914.17,183572.39
3706,2,0,0,Female,15657565,Nwokezuike,629,44,6,125512.98,79082.76
8276,2,0,1,Male,15775131,Bartlett,580,32,9,142188.2,128028.6
286,1,1,0,Male,15573112,Kang,602,29,5,103907.28,161229.84
1608,2,1,0,Female,15801466,Gray,574,39,2,122524.61,88463.63
6631,2,0,1,Male,15665177,Booth,613,44,3,0.0,136491.72
8278,2,1,1,Female,15628715,Kisch,709,36,8,0.0,69676.55
7315,2,1,1,Female,15593345,Bradbury,502,33,6,125241.17,158736.07
2252,1,0,1,Female,15604782,Tan,733,33,7,187257.94,190430.81
7415,2,0,0,Male,15635598,Hsieh,812,29,6,0.0,168023.6
8365,2,1,0,Male,15659949,Chiu,850,31,1,96399.31,106534.15
1891,2,1,1,Female,15574783,Perkins,584,37,1,0.0,180363.56
5062,1,1,1,Male,15650432,Liu,849,41,10,84622.13,198072.16
6120,1,1,1,Male,15636423,Lei,715,40,7,0.0,141359.11
563,1,1,0,Female,15665956,Pendergrass,509,46,1,0.0,71244.59
291,2,1,0,Female,15607098,Ahmed,747,41,5,94521.17,194926.86
4716,2,0,1,Male,15805764,Hallahan,646,18,10,0.0,52795.15
7708,1,0,1,Female,15675650,Duncan,486,39,8,97819.36,120531.31
6349,2,0,1,Female,15699507,Messersmith,542,25,7,0.0,82393.08
169,2,0,0,Male,15611325,Wood,682,24,9,57929.81,53134.3
267,2,1,0,Male,15777076,Clark,651,36,7,0.0,13898.31
4638,2,1,0,Male,15659399,Mazzi,516,50,7,139675.07,45591.23
7077,1,0,0,Male,15725776,Lazar,649,24,7,101195.23,133091.32
3355,1,1,1,Male,15623062,Vasilyeva,660,24,5,85089.3,71638.0
8279,1,0,0,Female,15813283,Mai,605,34,2,0.0,35982.42
315,2,0,0,Male,15581539,Atkinson,474,37,3,0.0,57175.32
6728,1,1,1,Female,15715208,Watkins,804,33,10,138335.96,80483.76
9495,1,1,0,Male,15763460,Yao,680,33,10,183768.47,164119.35
4067,2,0,1,Female,15767391,Otutodilinna,565,32,4,90322.99,118740.37
245,1,1,0,Female,15797219,Ifesinachi,635,40,10,123497.58,131953.23
252,2,0,1,Female,15793726,Matveyeva,681,79,0,0.0,170968.99
1111,1,1,1,Male,15798424,Glover,833,59,1,130854.59,30722.52
4801,1,0,1,Male,15606310,Birk,823,71,5,149105.08,162683.06
1713,1,1,0,Male,15630419,Davis,634,44,9,149961.11,57121.51
50,2,1,0,Male,15616550,Chidiebele,698,44,10,116363.37,198059.16
1835,1,1,1,Male,15583718,Terry,696,38,6,142316.14,8018.49
7896,2,1,0,Male,15727857,Flynn,635,41,1,0.0,175611.5
3383,2,0,1,Male,15665766,T'ang,698,39,9,133191.19,53289.49
6410,2,1,1,Female,15762351,Chao,689,63,1,0.0,186526.12
4313,1,1,0,Male,15687079,King,646,69,10,115462.44,40421.87
872,2,1,1,Female,15794549,Andrews,722,35,2,163943.89,15068.18
1254,4,1,0,Female,15610383,Dumetolisa,628,46,1,46870.43,31272.14
8881,1,1,1,Male,15618647,Kornilova,744,29,1,43504.42,119327.75
5851,2,0,1,Male,15722053,Oguejiofor,576,33,3,0.0,190112.05
5702,2,1,0,Male,15749540,Hsiung,585,36,7,0.0,94283.09
8103,3,1,0,Male,15740223,Walton,479,51,1,107714.74,86128.21
2098,1,1,0,Female,15769216,Panicucci,601,43,2,0.0,49713.87
5128,2,0,1,Female,15726250,Hsia,508,38,3,166328.65,22614.19
248,1,1,1,Male,15657566,Wieck,634,24,8,103097.85,157577.29
6561,1,1,0,Female,15650538,Sun,445,48,7,168286.58,16645.77
1339,1,1,1,Male,15761132,Capon,682,46,7,128029.72,62615.35
7017,2,1,1,Male,15767729,Smith,646,25,5,182876.88,42537.59
2110,1,1,1,Female,15795990,Lumholtz,722,48,10,138311.76,3472.63
1569,1,1,0,Female,15670823,Hsueh,651,42,1,116646.76,44731.8
1726,1,0,1,Male,15745107,Lung,776,38,5,112281.7,89893.6
8384,2,1,1,Male,15804150,Lysaght,755,34,3,0.0,158816.03
6940,2,1,1,Male,15636590,Pisano,575,46,1,0.0,65998.26
4395,1,1,0,Female,15790324,Green,660,20,6,167685.56,57929.9
2420,1,1,0,Female,15783305,Franklin,593,46,7,98752.51,145560.38
3045,1,1,1,Male,15749130,Dyer,621,27,1,74298.43,52581.96
5503,1,1,1,Male,15631739,Dunn,704,24,10,122109.78,127654.37
3703,3,1,1,Male,15768451,MacDonald,739,40,5,149131.03,60036.99
8191,1,1,1,Female,15759480,H?,644,40,10,139180.97,19959.67
5331,1,1,0,Female,15700627,Y?,637,46,2,143500.82,166996.46
9808,1,0,0,Female,15581115,Middleton,603,39,9,76769.68,48224.72
447,1,1,1,Male,15644572,Turnbull,501,40,4,125832.2,100433.83
7894,2,1,1,Male,15718281,Muir,706,67,1,123276.69,86507.88
8728,1,0,1,Male,15711687,Nero,434,41,4,108128.52,56784.11
7828,1,1,1,Female,15581286,Castro,734,40,9,176914.8,12799.23
1768,2,0,0,Male,15770525,T'an,760,28,1,141038.57,16287.38
6808,2,1,1,Male,15720134,Reynolds,709,30,9,115479.48,134732.99
4704,2,1,1,Female,15754113,Li,588,35,0,0.0,155485.24
3869,2,0,0,Female,15674929,Anderson,512,31,7,0.0,49326.07
1655,1,1,0,Female,15659105,Borchgrevink,669,47,9,61196.54,58170.24
3187,1,0,1,Female,15713912,Nebechukwu,516,45,8,109044.3,115818.16
683,2,0,0,Female,15786905,Russo,749,40,8,141782.57,86333.63
4170,2,1,1,Female,15605665,Nwora,673,69,3,78833.15,37196.15
4477,2,0,0,Male,15595609,Sykes,679,52,9,135870.01,54038.62
461,2,1,0,Male,15718443,Chibuzo,539,39,3,0.0,36692.17
5764,1,1,1,Female,15791851,Afanasyeva,726,34,0,185734.75,102036.82
7522,3,0,0,Male,15729718,Stelzer,610,41,6,0.0,56118.81
4502,1,1,0,Male,15632118,Pirozzi,698,45,5,164450.94,141970.02
9709,1,1,1,Female,15682839,Genovesi,575,57,8,137936.94,84475.13
318,1,1,0,Female,15677512,McEncroe,628,22,3,0.0,85426.28
1145,1,1,0,Male,15601688,Piccio,546,28,8,0.0,159254.29
5094,1,1,0,Male,15617166,Ritchie,610,37,0,0.0,114514.64
1393,1,1,0,Female,15646276,Metcalfe,831,32,2,146033.62,191260.74
6623,1,1,1,Male,15610753,Cremonesi,581,28,3,104367.5,29937.75
1501,2,1,1,Female,15801548,Buckland,661,31,7,144162.3,14490.79
6408,2,1,0,Male,15738497,Chukwujamuike,729,44,4,107726.93,153064.87
376,3,1,1,Male,15583456,Gardiner,745,45,10,117231.63,122381.02
410,2,0,0,Male,15566594,McKenzie,709,23,10,0.0,129590.18
1660,2,1,0,Female,15682356,Veltri,655,37,7,111852.84,10511.13
3151,1,0,0,Female,15584320,Brennan,686,39,3,111695.62,136643.84
1623,1,1,0,Male,15804516,Builder,589,38,2,0.0,79915.28
5609,3,1,0,Female,15661945,Nicolay,623,40,4,0.0,31669.18
8532,2,1,0,Female,15780805,Lu,585,35,2,0.0,98621.04
5802,2,1,0,Male,15716236,Milani,499,35,10,0.0,10722.54
5306,1,1,1,Female,15749638,Kaodilinakachukwu,605,51,9,104760.82,165574.54
7086,1,1,1,Female,15649160,Vavilov,554,38,3,138731.95,194138.36
8897,1,1,0,Male,15740442,May,603,51,8,186825.57,93739.71
7488,1,1,0,Female,15687765,Chukwujamuike,538,42,4,80380.24,119216.46
9615,2,1,0,Female,15664860,Chao,692,47,3,0.0,150802.41
9217,2,1,1,Male,15762588,Kaleski,644,31,5,0.0,41872.17
1672,2,1,0,Female,15713854,Cremonesi,513,37,6,0.0,110142.34
2358,1,0,1,Male,15665438,Hs?,669,43,1,163159.85,15602.8
8467,2,1,1,Male,15667456,Ross,709,62,3,0.0,82195.15
274,1,0,1,Male,15800116,Bowman,712,28,4,145605.44,93883.53
2473,1,1,0,Female,15679249,Chou,351,57,4,163146.46,169621.69
5489,1,0,1,Male,15703778,Hughes,728,33,8,129907.63,36083.96
4771,1,1,1,Female,15716619,Chiebuka,580,36,3,74974.89,12099.67
2107,1,0,1,Female,15714586,Marcelo,646,42,3,99836.47,22909.56
7500,2,1,0,Male,15652289,Williams,694,47,4,0.0,197528.62
4414,2,1,0,Male,15657321,Arkwookerum,712,27,8,113174.21,147261.58
8138,1,1,1,Female,15588580,Kennedy,584,36,4,109646.83,70240.79
8660,2,0,1,Female,15790594,Bednall,535,27,6,0.0,49775.58
8239,2,0,0,Male,15753955,Lori,639,34,7,149940.04,156648.81
2417,1,1,1,Female,15800845,Artemieva,732,33,8,111379.55,45098.62
8771,2,0,0,Male,15621093,Teng,681,31,4,97338.19,48226.76
2236,1,0,0,Male,15712849,Tung,632,41,3,126550.7,177644.52
3767,1,1,0,Male,15765952,Milanesi,769,29,4,145471.37,188382.77
9791,1,1,0,Female,15742091,Parkhill,825,35,6,118336.95,26342.33
9989,2,1,1,Male,15605622,McMillan,841,28,4,0.0,179436.6
9965,1,0,0,Female,15690164,Shao,627,33,4,83199.05,159334.93
7323,2,1,0,Male,15750476,Hendrick,742,24,8,0.0,4070.28
1383,1,0,1,Female,15696637,Sung,571,23,10,151097.28,17163.75
3101,1,1,0,Male,15809347,Fanucci,763,32,9,160680.41,30886.35
3921,2,1,0,Male,15743871,Nkemdirim,567,59,3,0.0,25843.7
6685,2,1,0,Male,15606861,Tien,636,34,8,0.0,38570.13
3194,1,1,0,Female,15673539,Napolitani,690,26,3,118097.87,61257.83
1941,1,1,0,Male,15645956,Jideofor,452,44,3,88915.85,69697.74
7713,2,1,0,Male,15786215,Udinese,793,56,8,119496.25,29880.99
4896,1,1,1,Male,15640464,Parkes,605,41,5,91612.91,28427.84
4782,1,1,1,Female,15722611,Cameron,752,53,8,114233.18,51587.04
1496,2,0,0,Male,15799156,Okwuadigbo,569,38,8,0.0,79618.79
1957,1,1,1,Male,15674922,Beavers,710,54,6,171137.62,167023.95
9171,1,0,1,Female,15660475,Ndubueze,411,54,9,0.0,76621.49
9745,2,1,1,Male,15603883,Ch'in,818,36,4,0.0,8037.03
7332,2,1,0,Female,15711635,Chu,788,42,6,138650.49,64746.07
7949,1,0,0,Male,15617486,Sullivan,530,52,1,106723.28,109960.4
3017,2,1,0,Female,15701962,Scott,590,29,2,166930.76,122487.73
6746,1,1,1,Male,15768682,Amies,640,39,3,0.0,105997.25
513,1,1,1,Male,15593601,Isayev,734,34,6,133598.4,13107.24
3934,2,1,0,Female,15705765,Lane,581,46,1,0.0,104272.04
3025,2,1,1,Female,15745232,Chikelu,759,39,6,0.0,140497.67
1199,1,0,1,Male,15769169,Trentino,645,41,7,0.0,28667.56
5028,1,1,0,Female,15761168,Manna,478,38,4,171913.87,51820.87
9784,2,1,0,Male,15687626,Zhirov,527,39,4,0.0,167183.07
921,1,1,0,Male,15743411,Chiawuotu,609,61,1,0.0,22447.85
4649,2,1,1,Male,15785815,Toscano,670,31,1,142631.54,175894.24
5332,1,1,0,Female,15782641,Brown,710,29,3,119670.18,188022.44
1076,2,1,0,Male,15750929,Burgess,702,39,8,0.0,99654.13
6768,2,1,0,Male,15594039,Lung,599,42,6,0.0,113868.4
9410,2,1,0,Female,15734659,Sozonov,640,46,5,107978.4,155876.06
1671,2,1,1,Male,15586880,P'eng,594,41,2,122545.65,42050.24
474,2,1,0,Female,15603156,Elewechi,571,33,1,0.0,102750.7
9186,2,0,1,Female,15569452,Butler,652,58,3,116353.2,193502.9
8839,2,1,1,Male,15774328,Boni,606,40,1,144757.97,166656.18
5758,2,0,0,Female,15610972,Crawford,681,44,4,91115.76,24208.84
6297,1,0,0,Female,15625247,Scott,807,34,1,0.0,114448.13
2478,1,1,0,Female,15652808,Monaldo,774,41,5,126670.37,102426.06
5493,2,1,0,Male,15682084,Chinomso,680,31,9,0.0,36145.53
3914,1,1,1,Male,15669326,Gordon,658,44,2,168396.34,14178.73
2138,2,1,1,Male,15688619,Scott,718,45,3,105266.32,193724.51
5454,1,1,0,Male,15754301,Bruche,704,39,5,0.0,6416.92
5379,1,1,1,Female,15730796,Barker,627,21,7,98993.02,169156.64
8985,1,1,1,Male,15802118,Ignatieff,664,41,7,123428.69,164924.11
4023,1,1,0,Male,15629187,Titheradge,535,38,8,85982.07,9238.35
3485,1,1,0,Male,15728456,Martinez,604,33,3,0.0,42171.13
2455,1,0,1,Male,15727490,Scott,661,47,5,0.0,107243.31
2464,1,1,1,Male,15725818,Chibuzo,583,40,4,107041.3,5635.63
8696,1,1,1,Male,15647572,Greece,504,34,0,54980.81,136909.88
1369,1,1,1,Male,15722902,Chizuoke,652,50,8,125437.64,17160.94
6688,1,1,1,Male,15814267,Zhdanova,550,22,6,154377.3,51721.52
7456,2,1,0,Male,15598614,Lucchesi,790,20,8,0.0,168152.76
9974,1,1,0,Male,15695474,Barker,583,33,7,122531.86,13549.24
1901,2,0,1,Male,15781034,Mason,796,67,5,0.0,54871.02
4871,2,1,0,Male,15575858,Bergamaschi,763,40,3,0.0,134281.11
4710,2,1,0,Female,15685653,Benson,585,40,3,162261.01,137028.51
7886,1,0,1,Female,15744979,Fowler,666,36,8,0.0,158666.99
1793,2,1,1,Male,15777922,Afamefuna,629,36,1,161757.87,146371.72
2874,1,1,0,Male,15733581,Duncan,831,32,9,80262.66,194867.78
6217,2,1,1,Male,15670866,Chiu,693,31,2,0.0,107759.31
5213,1,1,1,Male,15783752,Lindsay,752,29,4,129514.99,102930.46
2245,1,1,1,Female,15578799,Anayolisa,625,58,10,53772.73,192072.1
1741,2,0,1,Female,15742638,Wang,747,25,4,0.0,42039.67
1020,1,1,0,Male,15654673,Onyinyechukwuka,625,49,6,173434.9,165580.93
705,3,1,0,Male,15580148,Welch,750,40,5,168286.81,20451.99
4294,2,1,1,Female,15662203,Bremer,579,42,3,137560.38,85424.34
5576,1,1,0,Male,15635964,Eve,566,65,4,120100.41,107563.16
7166,2,1,0,Female,15699238,Craig,618,40,8,0.0,80204.38
8177,1,0,0,Female,15610711,Eluemuno,678,40,8,128644.46,167673.37
908,1,1,1,Male,15754713,Rivera,685,31,10,135213.71,125777.28
5193,1,1,1,Female,15767757,Pisano,562,29,9,120307.58,6795.61
3077,1,1,0,Male,15673367,Humffray,587,33,6,132603.36,55775.72
9366,1,1,0,Female,15656009,McIntyre,736,36,6,0.0,70496.66
594,2,0,1,Female,15603925,Greco,779,26,4,174318.13,38296.21
5304,2,0,0,Female,15671345,Piccio,531,42,6,75302.85,57034.35
440,1,0,0,Female,15782735,Chukwuemeka,626,35,3,0.0,80190.36
7606,3,1,1,Female,15571571,Ting,680,31,3,127331.46,176433.6
4092,2,1,0,Female,15780779,Ramsbotham,583,40,4,0.0,114093.73
6134,2,1,1,Female,15769781,Nucci,699,25,8,0.0,52404.47
10,2,0,0,Male,15767821,Bearce,528,31,6,102016.72,80181.12
3776,1,1,0,Male,15652218,Morrison,750,33,2,152302.72,71333.44
8999,2,1,1,Female,15810910,Royston,702,38,9,0.0,158527.45
3708,1,0,0,Male,15679983,Garmon,565,34,7,0.0,74593.84
3780,2,1,0,Male,15685290,Wall,595,46,5,142360.62,48421.4
93,2,1,1,Male,15640635,Capon,769,29,8,0.0,172290.61
9239,2,1,1,Female,15799653,Fiorentino,583,32,7,94753.55,18149.03
3949,1,0,0,Male,15717937,Gibbons,554,43,5,99906.89,24983.39
5785,2,0,1,Male,15711733,Rapuokwu,753,48,4,0.0,146821.42
4870,1,0,0,Female,15573888,Ponomaryov,648,43,1,107963.38,186438.86
4802,1,1,0,Male,15756871,Capon,512,39,3,0.0,134878.19
4867,1,1,0,Female,15768124,Liu,648,34,3,0.0,54726.43
292,2,1,0,Male,15655774,Booth,583,27,7,0.0,51285.49
7888,1,1,0,Female,15683657,Stephenson,594,31,0,79340.95,78255.86
7405,1,1,1,Male,15704315,Teng,556,34,8,163757.06,104000.06
5595,1,0,1,Male,15616431,Chiu,608,33,4,0.0,130474.03
2886,2,1,0,Female,15675328,Knight,449,37,6,0.0,82176.48
6454,1,1,1,Male,15705899,Craig,597,35,0,127510.99,155356.34
2542,3,1,1,Male,15791102,Mai,549,41,9,95020.8,131710.59
1765,2,1,1,Male,15770101,Millar,766,43,6,112088.04,36706.56
6800,1,1,1,Female,15743149,Findlay,711,35,8,0.0,67508.01
1877,2,1,0,Male,15643630,Quaife,770,55,9,63127.41,185211.28
1981,1,0,1,Female,15630913,Rosas,476,69,1,105303.73,134260.34
9729,2,1,1,Male,15615330,Tretiakova,651,23,10,0.0,170099.23
9608,2,1,0,Male,15638247,Boan,700,44,9,0.0,142287.65
2685,2,1,1,Male,15672115,Lettiere,679,60,6,0.0,77331.77
8930,1,1,1,Female,15665759,Russell,724,69,5,117866.92,62280.91
3458,2,0,0,Female,15748673,Nepean,770,37,9,0.0,22710.72
4541,1,1,1,Female,15815131,Howells,617,36,7,115617.24,71519.4
2178,1,1,0,Female,15609562,MacDonald,774,43,1,116360.07,17004.14
4450,1,1,1,Male,15791191,Mitchell,633,59,2,103996.74,103159.11
3859,1,1,0,Male,15694450,Bianchi,677,42,5,99580.13,21007.96
7623,2,0,1,Male,15812470,Allan,719,61,5,0.0,29132.43
7654,1,1,1,Female,15641007,Holden,614,38,4,72594.0,76042.48
4519,1,1,1,Male,15713769,Michelides,617,38,7,0.0,27239.28
2517,2,1,0,Male,15577064,Onyekaozulu,592,36,2,104702.65,107948.72
4836,1,0,1,Male,15728078,Yeh,609,26,10,126392.18,43651.49
2885,2,1,0,Male,15716024,Dennis,660,42,5,0.0,115509.59
7281,1,1,1,Male,15735572,Lawrence,629,59,9,113657.83,116848.79
6255,3,1,0,Male,15589017,Chiu,547,55,4,111362.76,16922.28
4539,2,1,1,Female,15574206,Shillito,718,37,7,0.0,55100.09
5639,1,1,1,Male,15801316,Ifeatu,523,61,8,66250.71,21859.06
9459,1,1,0,Female,15640580,Obiora,650,47,9,0.0,187943.6
3481,2,1,1,Female,15644686,Kennedy,729,34,9,53299.96,42855.97
1277,2,1,1,Male,15721719,Calabresi,743,42,7,77002.2,80428.42
3146,2,1,1,Female,15730688,Yu,548,28,8,116755.5,158585.17
8262,2,1,0,Female,15772503,Burns,737,33,4,0.0,115115.32
3205,1,1,0,Female,15733973,Bibi,850,42,8,0.0,19632.64
9892,1,0,1,Male,15796370,Shah,604,40,5,155455.43,113581.85
2742,1,1,1,Female,15576126,Young,649,41,2,125785.23,70523.92
6076,1,1,0,Female,15721019,Jones,687,24,3,110495.27,158615.41
4047,1,1,1,Male,15656707,Ma,720,21,2,123200.78,180712.28
5731,1,1,1,Male,15800746,Watson,674,45,7,144889.18,102591.9
2945,1,0,0,Male,15776348,Rogers,835,20,4,124365.42,180197.74
5790,2,1,0,Male,15646351,Somerville,486,27,7,0.0,28823.04
6794,1,1,1,Female,15694098,Jackson,575,54,9,68332.96,144390.75
6543,2,1,1,Male,15796218,Wei,814,29,1,131968.57,147693.92
700,2,1,0,Female,15803457,Hao,750,32,5,0.0,95611.47
3574,1,1,1,Female,15683375,Compton,541,32,4,0.0,114951.42
7699,2,0,1,Female,15622289,Rizzo,605,36,9,0.0,35521.63
2515,1,1,0,Male,15744327,Ruth,564,40,4,0.0,85455.62
3000,2,0,1,Female,15584545,Aksenov,532,40,5,0.0,177099.71
5820,1,0,0,Male,15717231,Yang,721,37,4,98459.6,90821.66
8581,2,1,0,Female,15580213,McIntyre,585,43,2,0.0,89402.54
3684,1,0,1,Female,15714006,Gardener,482,35,2,133111.73,79957.95
